0.82307954,0.00000000,0.87746978,0.00000000,1.00000000,0.87920788,0.76536934,0.48716004,0.00000000,0.97119859,0.83251685,0.99343922
0.78710433,0.00000000,0.85164257,0.00000000,1.00000000,0.90388244,0.78616146,0.41189183,0.00000000,0.97024026,0.84239296,0.99336926
0.72341501,0.00000000,0.84146498,0.00000000,0.99992095,0.90445918,0.74363271,0.39160515,0.00000000,0.96853106,0.79549749,0.99636644
0.69087295,0.00000000,0.81145285,0.00000000,0.99956385,0.90517845,0.67388326,0.30898779,0.00000000,0.97862293,0.71153685,0.99966403
0.63351692,0.00000000,0.77940638,0.00000000,0.99965216,0.88213127,0.64275687,0.25817469,0.00000000,0.97335278,0.69892525,0.99904604
0.60079470,0.00000000,0.78279596,0.00000000,0.99975753,0.83808863,0.34446767,0.22537121,0.00000000,0.92082616,0.60063873,0.99876734
0.57293237,0.00000000,0.74408983,0.00000000,0.99952134,0.80969613,0.31553419,0.27070322,0.00000000,0.84202078,0.65438636,0.99829670
0.55768954,0.00000000,0.75829792,0.00000000,0.99982094,0.78652064,0.30657328,0.22115906,0.00000000,0.84229555,0.57297769,0.99911891
0.56350982,0.00000000,0.73060499,0.00000000,0.99989735,0.77609066,0.26887564,0.19431262,0.00000000,0.85658184,0.44211045,0.99930929
0.61766711,0.00000000,0.78737350,0.00000000,0.99693587,0.75971811,0.27645782,0.23606934,0.00000000,0.84734036,0.50437532,0.99964956
0.66583341,0.00000000,0.79072069,0.00000000,0.97587160,0.77350322,0.24299113,0.32102131,0.00000000,0.86924941,0.58871396,0.99960135
0.59371463,0.00000000,0.79179826,0.00000000,0.97186925,0.75029647,0.16772243,0.20373622,0.00000000,0.83720383,0.46432328,0.99929657
0.62023731,0.00000000,0.78581585,0.00000000,0.96478366,0.74358799,0.21135577,0.22123258,0.00000000,0.85068779,0.41031558,0.99921249
0.63483948,0.00000000,0.75394237,0.00000000,0.97219549,0.71026009,0.26159914,0.21279172,0.00000000,0.81156818,0.41858047,0.99966079
0.54593169,0.00000000,0.75363491,0.00000000,0.96968684,0.69949382,0.10300077,0.14201651,0.00000000,0.81096586,0.31271904,0.99782348
0.51414361,0.00000000,0.72785081,0.00000000,0.97639832,0.66745928,0.08603001,0.12182909,0.00000000,0.76776815,0.33162178,0.99671516
