1.058957783877337761e+03,3.712092154333292456e+03,5.833620749287329090e+02,8.609602487862694886e+01,2.007794445131521286e+02,4.274282281610191490e+02,3.588149620208538977e+02,1.829068988993818436e+02,7.641472176662731727e+03,3.992518907519989284e+02,1.860516794360401605e+02,4.436842519541161778e+02
1.324901218178307090e+03,3.294530080868722052e+03,7.182394827485020414e+02,8.373586749096563153e+01,2.629915383399298321e+02,4.501821605322398909e+02,3.644101732178907014e+02,1.819882023720283257e+02,7.719131893778579069e+03,4.266705486852949889e+02,2.169738900536709139e+02,4.239963425411103231e+02
1.444398389845511474e+03,2.955771844670429800e+03,7.716026984873785750e+02,8.527400511915890036e+01,2.193216461482421380e+02,4.145167797560951612e+02,4.444700832023819430e+02,1.955012617941571875e+02,7.584530849383605528e+03,4.793501454145205685e+02,2.179391232753454517e+02,3.734616903393751954e+02
1.614400713126657365e+03,2.996809640615630997e+03,7.497209053831155643e+02,7.229938613599925645e+01,2.050560738482468537e+02,3.997033322803376336e+02,4.895207270667775106e+02,2.143130783429185442e+02,7.349857191297946883e+03,4.594525841026000990e+02,1.982312096511840309e+02,3.876647564380800191e+02
2.033413484135364797e+03,3.229115530908167784e+03,8.557478596279768226e+02,1.589031310503477243e+02,2.088182744148078029e+02,4.136847827527007553e+02,5.056870684343980997e+02,3.642396430978223520e+02,8.203437894532968130e+03,5.003277834452836714e+02,2.948590060647633777e+02,3.767020924122161887e+02
2.275634865062240806e+03,3.792222066709096453e+03,8.706561869154290889e+02,1.276550112971376905e+02,3.098564070658093215e+02,5.445662550573382532e+02,5.435042821775277844e+02,2.861643603712730624e+02,8.345332994568734648e+03,6.498745873355514959e+02,2.685976204000000962e+02,4.379663228322214650e+02
2.296225116515567606e+03,3.869342709879932045e+03,9.838157026854372589e+02,1.831737185429383032e+02,2.882966919971375432e+02,5.355131751285105111e+02,5.662839055653857940e+02,4.025588307891660520e+02,8.127362070682546801e+03,6.010737194407806783e+02,2.926637654383632707e+02,3.845569634191239743e+02
2.360371939055508392e+03,3.844927781550105919e+03,9.495468910742023354e+02,1.999020434519283071e+02,2.933932233009892343e+02,6.168418857404972186e+02,6.765391771452277681e+02,3.015635481566956742e+02,8.559443787605154284e+03,8.050172117994734435e+02,3.448298564377244020e+02,3.904189335781666159e+02
2.243379405228011819e+03,3.744392216453434230e+03,1.049539042221616000e+03,1.832427858522970610e+02,2.095564760482979807e+02,6.575121175348612041e+02,8.362581572430252663e+02,3.063025336063300870e+02,9.300591797306446097e+03,9.271724428702311798e+02,4.434030333709650904e+02,3.985990658515937639e+02
2.208214676420388059e+03,3.500398505395874508e+03,1.126868464111975300e+03,1.661309533271072212e+02,2.694170970832582839e+02,6.756937692638928183e+02,7.846408184582516014e+02,3.604919581682488001e+02,9.579126416102652001e+03,8.135178277040652119e+02,5.640516190510140859e+02,4.124048024172105329e+02
2.240921969963772426e+03,3.589742118687233415e+03,1.126386962664945486e+03,1.736634600799225723e+02,5.474916857548306552e+02,8.189296261625972875e+02,1.000455446455775927e+03,4.745507285716906267e+02,1.029271778466851538e+04,9.210425965956376331e+02,4.177447760463116424e+02,5.719446956531918431e+02
2.448715627442200912e+03,3.751365114066477872e+03,1.214602428958087785e+03,1.808172225812765816e+02,4.843331123058211460e+02,7.773709457779146987e+02,9.831545241851538321e+02,5.450652303818425253e+02,1.023499236042410303e+04,9.567392604783553907e+02,5.301036503318064206e+02,5.053187925167638355e+02
2.455257656634753857e+03,3.620873158868137580e+03,1.193470727831517479e+03,2.095310558708887072e+02,3.813598408233240207e+02,7.530161490043072945e+02,9.181212532598580083e+02,5.040667829505111968e+02,1.048054772671818864e+04,8.163087887291410425e+02,6.022112058773506078e+02,4.658758013978292638e+02
2.378015606740687872e+03,4.053763746769602221e+03,1.173828055402889504e+03,1.599396453133053626e+02,4.909153118843373136e+02,6.130036849293167052e+02,9.496851240588063092e+02,5.131915698829524217e+02,1.031151767807549913e+04,8.237794212714608193e+02,5.807966629756607517e+02,5.274232604652081591e+02
2.367199397406273420e+03,3.906754131478013278e+03,1.222748772095885215e+03,2.001815369802139060e+02,4.756555704869659849e+02,6.141372502475293231e+02,7.919309556712880749e+02,4.702837469561312105e+02,1.103713115532226948e+04,1.031686192002295456e+03,5.951374223543541575e+02,5.232720186835546201e+02
2.310157147110479855e+03,3.674087041761854834e+03,1.247529220114813143e+03,1.905572869064597228e+02,4.358979177300006427e+02,5.700723158297078044e+02,9.068696894881035178e+02,4.901699792981294763e+02,1.093096451990784408e+04,1.158926804420476401e+03,5.589576877350511950e+02,6.366337482454838437e+02
3.071992822522951883e+03,5.792631493404483990e+03,1.740457448470041754e+03,2.022438773960517722e+02,6.041192908578877905e+02,7.495096308732158832e+02,1.277203550400658060e+03,6.249988916866545878e+02,1.550824491358614432e+04,2.029660321392442029e+03,6.699262873091046231e+02,9.283027442982290722e+02
