189.2254993,82.0336583,121.2792964,46.9329083,346.1503044,168.5558933,127.7041493,218.2298277,43.1911187,306.6133766,347.4099198,302.3023230
134.2597074,41.6226882,98.4871142,19.2424429,316.7642884,150.7670146,100.4599748,116.9050926,33.6569406,223.2406154,179.4962163,284.1568430
102.5682451,36.9028025,94.2300963,19.2643607,332.3179594,131.8387532,81.5439443,105.7222648,34.9792466,194.0360036,140.2587364,273.4327977
99.7423890,43.5292094,92.7539264,22.6625683,302.2525696,129.1335750,85.5886555,100.5889215,35.8365209,188.1138689,130.7424204,275.4567216
106.9951205,42.8876862,93.9445786,28.0701190,310.1074690,132.8668299,89.2018236,119.6662997,39.8444064,170.9015290,129.3940884,275.9452415
113.9977593,46.8951745,99.2690424,22.0447971,268.0773399,131.7831814,64.6363239,93.5765404,34.2638584,176.4011598,75.4840841,273.9896179
127.4024316,52.4952484,101.7381426,29.6467991,280.6019866,124.5164995,68.3677954,132.0384050,42.1299543,189.1925753,97.0367724,275.6504086
126.3777840,52.2968852,91.6165731,26.7251610,280.0926274,121.3484234,59.6759312,151.4737615,32.7204956,196.8689386,99.2126095,266.1105533
113.7840006,47.6353461,81.4531267,24.8238095,238.0073059,125.9149327,52.6888128,141.3498206,25.9362226,181.1464696,102.0127340,255.5542865
111.4581864,43.1082874,78.6213470,26.5145466,228.7679613,113.8795138,48.7338623,150.3988258,27.0621433,170.8610686,103.2113185,252.0909846
90.7295374,33.1731250,75.8315917,16.6239889,126.8488813,118.0884055,43.3189015,89.9703115,34.7702911,162.1443656,53.3092123,235.7488799
95.1492011,48.1395171,72.7328666,27.6260281,117.8292881,112.2406372,48.0731133,111.5614591,38.1506290,155.9724580,46.7834179,240.3726507
97.7576296,43.3742687,72.1723004,48.6616010,119.7343623,107.9531477,48.6859381,146.8509132,39.3066495,170.9982877,90.8133873,257.6286737
95.9891270,44.2168682,74.7033073,35.7109446,123.3979595,102.7461513,48.0673879,129.7208333,36.7052939,166.0262380,88.6662152,241.4678964
95.6515361,44.4098073,71.5861322,54.4231735,135.5928058,104.5183268,53.1298235,145.4646445,34.9821918,155.3916307,109.7124429,211.7942694
86.5842569,35.9025927,70.1466477,45.9437898,128.4474613,99.7889342,51.2397986,129.7875063,24.9249772,132.1164397,93.9755553,197.0458470
