ORISPL_CODE,UNITID,CO2I_06_08,CO2I_15_17
7975,4,0.5912714871209921,0.6081251125442916
7999,1,0.41592629522711744,0.40818094699321517
7999,2,0.41434041301370217,0.4081961070509988
8066,BW71,1.0292349535819263,1.007812005480221
8066,BW72,1.0507020487465544,1.0302954139343723
8066,BW73,1.0470994526019592,1.0108671335906734
8066,BW74,1.0117156345083151,0.964881438573501
8068,5A,0.42786137367096083,0.4249218346346407
8068,5B,0.4397352731685302,0.4235486150666616
8068,6A,0.4112559627513309,0.41185081259146544
8069,1,0.9280732574503062,0.9254935805297184
8069,2,0.9625155598633994,0.9787093665834823
8219,1,1.0561943270501928,1.0446293264467421
8219,2,0.7542241075323419,0.7542241075323419
8219,3,0.7625611426458381,0.7457874753346837
8223,1,0.9127696543893628,0.9588114938369744
8223,2,0.932362068880814,0.9394472833355615
8223,TS3,0.9590928877885524,0.9880027145426574
8224,1,0.9675076761432123,0.9323036153633811
8224,2,1.0496043617968163,1.0328732305172328
10034,S-100,0.4920792033776037,0.48598848687244556
10156,GEN1,0.6463696458186511,0.6601215694351598
10169,D1,0.48397025792202153,0.5007745847481291
10294,2,0.6076118560804388,0.6660711062302677
10349,2,0.5529896234894277,0.6243810217251267
10682,GT2,20824655949588.07,20824655949588.07
10682,GT4,0.61451883988301,0.6193503071749212
10682,GT5,0.6379071984446133,0.6378122160893942
10761,1,0.5942935523392272,0.5988145436624357
10761,2,0.6066406063432519,0.6115744713114221
10761,3,0.6133542485600166,0.6225685389875045
10761,4,0.6033032862326094,0.6071546682043238
10761,5,0.6043347636864006,0.6043347636864006
50131,1,0.6943452226975786,0.715815071225857
50864,1,0.7730789116553252,0.7730789116553252
50865,1,0.7622569090041647,0.70963546893807
54761,1,0.44735931359289854,0.525818472678856
54761,2,0.4478672416168781,0.535822205257208
54814,1,0.48507755752063275,0.4942117975329674
54814,2,0.5127083583008529,0.719660636297241
55039,GT-1,0.7730235828490715,0.7577658137565481
55077,EDE1,0.42855328856163033,0.4235700012487876
55077,EDE2,0.4396639799971542,0.4345098758112275
55103,CT1,0.4147902621900271,0.4155415395663914
55103,CT2,0.4174008804488333,0.416076471894845
55112,CT01,0.625073082013403,0.391660888790723
55112,CT02,0.6246353937365249,0.3892017404037574
55124,P1,0.4055629109320014,0.4082530171877345
55124,P2,0.4066627669662228,0.40471113668446224
55127,CT1,0.6235467956329549,0.610051366165897
55127,CT2,0.626339640693459,0.6194446337219863
55129,DBG1,0.454592535364029,0.44978796559283857
55129,DBG2,0.45184291955975525,0.4502963718727844
55151,CTG-1,0.43196558269361457,0.4297498331158784
55151,CTG-2,0.43001782201997213,0.4313938922424087
55151,CTG-3,0.41186167481964675,0.43372175686854303
55151,CTG-4,0.40904100122657155,0.43105659830119347
55177,A,0.41173991071414695,0.40564059779935546
55177,B,0.41191441216500335,0.40791931466394765
55179,CTGEN1,0.4050980735869287,0.40550135756959876
55182,CTG1,0.39474299352084463,0.39512266335971236
55182,CTG2,0.3919941720058237,0.39216822463730977
55200,CT5,0.48115171986421357,0.49422162894459887
55200,CT6,0.47618471298134485,0.4942065493793805
55217,X724,0.3927841136774285,0.39315722827202415
55217,X725,0.39296574244663046,0.3928191616438803
55282,CTG1,0.4064822588951578,0.40543697809861373
55282,CTG2,0.4069090688776412,0.40487662439866134
55283,1,0.4471294605501769,0.44874655857689033
55283,2,0.4422037958701291,0.4427438699747909
55295,1,0.6137866763290891,0.6320112983940305
55295,2,0.6113786196125723,0.6352664682270972
55306,1CTGA,0.40219576780841704,0.40202542963023963
55306,1CTGB,0.4007167527379674,0.4007167527379674
55306,2CTGA,0.4008361046348981,0.4014375960493385
55306,2CTGB,0.4027460238115818,0.4030227815965342
55306,3CTGA,0.40188272877878767,0.40321610245096395
55306,3CTGB,0.3991607263355649,0.4020448502148636
55306,4CTGA,0.39866349086234193,0.40106689389791816
55306,4CTGB,0.39908231377311637,0.3996912638696339
55322,CTG-1,0.42069309037007635,0.4132776908642444
55322,CTG-2,0.42054790075488646,0.419340458078747
55322,CTG-3,0.4209838397273638,0.41914566815654597
55322,CTG-4,0.42085966886527554,0.41962799891207636
55328,CTG-1,0.4165521491746777,0.4145931107942517
55328,CTG-2,0.4141817262563112,0.4145736211050913
55333,1,0.4049106798840267,0.40482585315156583
55333,2,0.4085912997339198,0.4095358635268599
55333,3,0.41165754315940967,0.4120050461323918
55343,CTG1,0.4264731810289455,0.4330104520174142
55343,CTG2,0.4366265663627818,0.4426980268571942
55372,CTG1,0.6423425060208634,0.640264742279235
55372,CTG2,0.6427614126131046,0.6447940304196468
55372,CTG3,0.635211255261112,0.6380574818246489
55393,1,0.420860747567393,0.4149301483729249
55393,2,0.42490506453384896,0.4210525322467207
55400,CTG-1,0.3859326851943697,0.38561781746673346
55400,CTG-2,0.4186588267042822,0.38991006407397855
55453,1,0.6475815170910008,0.6647305998156227
55453,2,0.6185117627161337,0.6302517072039047
55453,3,0.6170520500506937,0.6372737552920992
55453,4,0.6204987116266093,0.6345903986585685
55453,5,0.6277052145551156,0.6429022524798673
55453,6,0.6217083920493339,0.6355286958677173
55455,CC1A,0.6025371835600372,0.4153536357032855
55455,CC1B,0.62939306419446,0.4157042015850021
55455,CC2A,0.616018834108021,0.42435845947266243
55455,CC2B,0.6269073197541479,0.4298000041641723
55477,CT2,0.6097401362857392,0.6648898356280465
55481,1,0.3952220492890273,0.3988055442895431
55481,2,0.4026582279182736,0.4015154712534845
55481,5,0.40766578803960557,0.40596692804801515
55481,6,0.4091975956170322,0.4080261616042117
55482,CT-1,0.410169765893736,0.4009157759926241
55499,GT-1,0.6822937720134534,0.6527298112944988
55504,L1,0.7402095762900155,0.7697478048882971
55504,L2,0.7432677659310998,0.753889008531454
55505,BR1,0.771484375694445,0.7510368875594879
55505,BR2,0.7625442200140087,0.7669441474583034
55508,GT-1,0.681828576895701,0.6179403996672651
55510,GT-1,0.6386061031200841,0.6637255459768829
55512,GT-1,0.650880676643307,0.6468924099625566
55513,GT-1,0.6348871495891494,0.6395920383345133
55514,CTG01,0.6417505845572105,0.4148989443377061
55514,CTG02,0.6314270045256528,0.41487072130765346
55518,CTG1,0.651769629225641,0.6521838849954705
55518,CTG2,0.6493303228688888,0.6474707209006039
55518,CTG3,0.6509223356423253,0.6489148231519938
55522,CT01,0.6678949785717267,0.6817632742613842
55522,CT02,0.6527978716631833,0.6654111157822404
55522,CT03,0.669742149192384,0.7043921712621946
55522,CT04,0.6655669953868631,0.6893279267965651
55522,CT05,0.6614359272051876,0.6847127662436957
55522,CT06,0.6574900120976294,0.6714371876576497
55522,CT07,0.6453781202953814,0.6786952531220666
55522,CT08,0.6550970688379036,0.674676192476812
55522,CT09,0.6662461772689193,0.6820039103766714
55522,CT10,0.6596829730209101,0.6806535790463633
55540,1A,1.9835405508317574,1.9835405508317574
55540,1B,2.2493423672467716,2.5658782574255126
55541,1,0.6434619878038692,0.6393151500089946
55541,2,0.6527228813517156,0.6570548970627046
55541,3,0.6400414209661593,0.651312970496796
55542,1,0.6412821189183232,0.6469490847115359
55542,2,0.6615133314399456,0.6354754761578117
55544,GT1,6.536666666666666,0.5597928532567983
55544,GT2,0.6111102822856609,1.301402955419912
55544,GT3,1.1842040262355278,0.6226190251639443
55544,GT4,1.1648944837588422,0.5932089418139737
55622,U1,0.6446595649072226,0.6017174996314257
55622,U2,0.7003363110681943,0.6335426819836564
55622,U3,0.7161434219499917,0.6300148312057717
55622,U4,0.6307097525055073,0.6455604417058469
55622,U5,0.6213744808514209,0.6329526544829013
55625,UNIT1,0.6048118799664454,0.6646771386033317
55626,UNIT1,0.6026187751270172,0.6692705132965684
55627,UNIT1,0.6119601836102216,0.6855588185823347
55645,CT-01,0.6895944164731348,0.7074956243208066
55645,CT-02,0.6883685246812712,0.7062893849899516
55656,CT001,0.4058379977344658,0.40646061738945816
55656,CT002,0.4066784642797716,0.406353958740744
55656,CT004,0.4144791389014085,0.4153366275111123
55662,CT1,0.4175552965081788,0.501374647698648
55662,CT2,0.42212103857013017,0.47755990465315745
55687,BHG1,0.4193373969981251,0.41985701446192236
55687,BHG2,0.41854227322214815,0.4189724474028157
55698,HEP1,0.6132526545110806,0.6297678500796284
55698,HEP2,0.6219737760099553,0.6364255885640655
55700,CTG1,0.4225594340245229,0.4220029644101294
55733,CT01,0.6340654420004556,0.6238426377352088
55748,CTG1,0.45442303677125806,0.47825359273873796
55748,CTG2,0.563526514297578,0.45771308635997965
55748,CTG3,0.4571311949146165,0.48461225229231647
55748,CTG4,0.4701346044306342,0.5043975853479468
55749,U1,1.1486725803334805,1.1266882761181414
55802,CTG1,0.648458756455203,0.6808662135348816
55807,HPP1,0.6489219553302218,0.653904492681481
55807,HPP2,0.6450679211361247,0.6450679211361247
55810,S-3,0.5733410945764179,0.6589731262764587
55810,S-4,0.5593200314201464,0.6528534978553218
55810,S-5,0.5582176289660775,0.638497787610133
55818,F1CT,0.4212935259708176,0.4283905424906938
55835,1,0.43878903454678064,0.441802380785832
55835,2,0.4335474264529879,0.4342334455893481
55841,A01,0.45635410158082007,0.43442658867983686
55841,A03,0.4398097959856277,0.43923704596210905
55847,UNIT1,0.5676514612508596,0.6251801298455731
55855,UNIT1,0.6251880962985964,0.6688779821813478
55933,TPP1,0.4719817326487935,0.43563126366036947
55933,TPP2,0.4401792949137282,0.4457530618369626
55951,AMP-1,0.5771706444914424,0.5827742626449581
55963,1,0.6090573721054697,0.6719562908812305
55970,2,0.4067540065886736,0.40508074440342273
55970,3,0.4069868924168135,0.40562014806304203
55977,CTG-1,0.4759699400111989,0.4783612826696637
55985,CTG1,0.4074978233289198,0.4042459924237137
55985,CTG2,0.40832414531024286,0.4055892111387488
56026,PCT1,0.45714840437249754,0.44434046776135316
56026,PCT2,0.4570478977469929,0.45299476402230565
56041,M1,0.4601488824437966,0.44661140474125155
56041,M2,0.44466430337077845,0.44666298318631886
56046,1,0.40976562548984347,0.41002062299604913
56078,1,0.47415828192929627,0.46797402644989333
56078,2,0.47342510901400586,0.47342510901400586
56102,CTG1A,0.4314939659669338,0.4224513249018544
56102,CTG1B,0.38990961138738145,0.41741874783482463
56135,1,0.6651226481688449,0.6280920588387371
56135,2,0.6215218342963673,0.6137119292539188
56143,1,0.5990062378173733,0.6381895899850799
56143,2,0.6149687298774915,0.643140458913859
56177,U1,0.4109455430199112,0.41091764515167967
56227,PWEU1,0.40120395045978835,0.4019109987200732
56232,1,0.5979773942710627,0.5946652361087125
56237,CT01,0.3895882997548649,0.38912298022794917
56237,CT02,0.39530033057713565,0.40257082113045395
56239,GT-1,0.6548672566371682,0.6548672566371682
56239,GT-2,0.5846567895934571,0.5877718262406229
56253,MC-1,0.5047224599646405,0.5888945125333988
56298,CT001,0.43545235489781914,0.44072186911060873
56298,CT002,0.43504536734450394,0.4395047307640208
56445,CT-01,0.6178642871784488,0.6214075879616153
56445,CT-02,0.6310651109083311,0.6396703960460774
56458,HOBB1,0.4301398598248523,0.4305680794817349
56458,HOBB2,0.4312733940435507,0.43182965324202005
56472,CT1,0.596937950237107,0.5939535710154457
56473,CT1,0.6214210392335304,0.6011443672800818
56474,CT1,0.6123158272994558,0.5901842100684466
56475,CT1,0.6047831784809677,0.5967137895404683
56482,1,0.5692933587161344,0.5734788369040522
56482,2,0.5674680850212985,0.5762262299800854
56569,1,0.5771850025787203,0.5958959941347587
56569,2,0.5740271881577832,0.6051724789744064
