ORISPL_CODE,UNITID,NAME,STATE,FUEL,GAS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
8224,2,North Valmy,NV,coal,NOX,8996143.861,10027410.41,7216508.131,10179048.71,11164957.35,9623030.075,7735591.259,8182433.926,7466048.646,4941616.669,3582209.161,2556068.179,4395082.525,4457901.479,1159559.294,1677245.603,820428.347,
8224,2,North Valmy,NV,coal,gen,2108129.5,2300479.5,1474014.5,2272894.25,2294327.75,2189478.25,1757518.73,2020340.65,1990759.33,1399846.24,1197243.41,886669.62,1437127.17,1340467.9,328736.98,535464.69,250254.41,
50951,1,Sunnyside Cogeneration Associates,UT,coal,CO2,,,,,,,,,,,,,,,,,,
50951,1,Sunnyside Cogeneration Associates,UT,coal,SO2,,,,,,,,,,,,,,,,,,
50951,1,Sunnyside Cogeneration Associates,UT,coal,NOX,,,,,,,,,,,,,,,,,,
50951,1,Sunnyside Cogeneration Associates,UT,coal,gen,,,,,,,,,,,,,,,156789.44,458044.79,348670.98,63537.21
55479,1,Wygen I,WY,coal,CO2,,,,,,,,,,,,,,,,,,
55479,1,Wygen I,WY,coal,SO2,,,,,,,,,,,,,,,,,,
55479,1,Wygen I,WY,coal,NOX,,,,,,,,,,,,,,,,,,
55479,1,Wygen I,WY,coal,gen,,,,,,,,,,,,,,,,,,
55749,U1,Hardin,MT,coal,CO2,,,,,,599286.015,950823.433,817202.389,1080341.684,1000698.088,844875.114,641774.395,844304.162,931025.031,672240.198,483941.378,100316.329,11799.4
55749,U1,Hardin,MT,coal,SO2,,,,,,630998.693,770321.927,800965.754,987183.98,928845.551,777460.264,599955.85,741219.896,781363.701,593320.331,418241.019,87660.801,12624.7
55749,U1,Hardin,MT,coal,NOX,,,,,,6585970.303,12932526.94,1186995.333,912501.43,832871.988,658722.286,498405.42,643792.231,717386.505,517727.26,370300.272,77584.918,9148.181
55749,U1,Hardin,MT,coal,gen,,,,,,472456.74,817860.37,688403.76,886509.03,890589.61,727036.99,526554.69,693301.55,766445.77,553746.59,392351.51,79584.42,9058
56224,1,TS Power Plant,NV,coal,CO2,,,,,,,,,,,,,,,,,,
56224,1,TS Power Plant,NV,coal,SO2,,,,,,,,,,,,,,,,,,
56224,1,TS Power Plant,NV,coal,NOX,,,,,,,,,,,,,,,,,,
56224,1,TS Power Plant,NV,coal,gen,,,,,,,,,,,,,,,,,,
56319,1,Wygen II,WY,coal,CO2,,,,,,,,,,,,,,,,,,
56319,1,Wygen II,WY,coal,SO2,,,,,,,,,,,,,,,,,,
56319,1,Wygen II,WY,coal,NOX,,,,,,,,,,,,,,,,,,
56319,1,Wygen II,WY,coal,gen,,,,,,,,,,,,,,,,,,
56596,1,Wygen III,WY,coal,CO2,,,,,,,,,,,,,,,,,,
56596,1,Wygen III,WY,coal,SO2,,,,,,,,,,,,,,,,,,
56596,1,Wygen III,WY,coal,NOX,,,,,,,,,,,,,,,,,,
56596,1,Wygen III,WY,coal,gen,,,,,,,,,,,,,,,,,,
56609,1,Dry Fork Station,WY,coal,CO2,,,,,,,,,,,,,,,,,,
56609,1,Dry Fork Station,WY,coal,SO2,,,,,,,,,,,,,,,,,,
56609,1,Dry Fork Station,WY,coal,NOX,,,,,,,,,,,,,,,,,,
56609,1,Dry Fork Station,WY,coal,gen,,,,,,,,,,,,,,,,,,
9,CTG-1,Copper Station,TX,NG,CO2,,,,,,,,,,,,,,,,,,
9,CTG-1,Copper Station,TX,NG,SO2,,,,,,,,,131.449,146.253,512.04,385.986,338.067,386.461,285.456,336.14,139.53,
9,CTG-1,Copper Station,TX,NG,NOX,,,,,,,,66695.493,47948.821,48633.971,200845.153,156782.38,128623.367,169519.114,125978.54,131073.7,65221.776,12263.78
9,CTG-1,Copper Station,TX,NG,gen,,,,,,,,19878.69,18720.13,16403.64,43347,41035.9,35503.02,40140.9,24884.46,33326.29,12963.87,1914.75
116,1,Ocotillo Power Plant,AZ,NG,CO2,261817.715,116852.704,54390.855,84180.573,55785.681,47778.15,58917.705,26657.905,19411.651,20226.546,33616.209,31481.46,38793.552,37691.543,41942.87,51119.986,51177.605,10837.183
116,1,Ocotillo Power Plant,AZ,NG,SO2,9931.45,1179.766,549.159,849.927,563.233,482.396,595.034,269.169,196.019,204.232,339.445,317.89,391.7,380.59,423.518,516.214,516.764,109.425
116,1,Ocotillo Power Plant,AZ,NG,NOX,694953.172,214810.987,97651.502,134189.094,84725.359,101447.743,127905.287,47198.351,39862.141,39263.068,69198.178,71885.086,88589.238,92194.899,104810.77,116347.801,112478.429,14189.802
116,1,Ocotillo Power Plant,AZ,NG,gen,420731.1,178547.88,82635.15,128599.47,83934.22,72345.75,89211.37,34621.2,27151.68,28263.14,46900.55,44039.54,54605.91,52199.82,60791.75,73981.23,75085.51,15804.26
116,2,Ocotillo Power Plant,AZ,NG,CO2,252110.494,71307.976,72255.919,83171.591,48155.281,47391.511,62563.063,28961.32,39912.253,20083.376,36575.376,23844.821,50068.315,20428.611,35533.802,48690.26,41029.261,5401.494
116,2,Ocotillo Power Plant,AZ,NG,SO2,2551.037,719.884,729.5,839.749,486.217,478.497,632.921,292.39,403.007,202.793,369.355,240.717,505.57,206.3,358.807,491.653,414.322,54.53
116,2,Ocotillo Power Plant,AZ,NG,NOX,654649.431,109750.354,120603.102,162678.961,88409.685,100680.131,142023.162,67360.45,117696.807,61020.528,83867.463,58625.326,120792.748,48838.137,89719.889,101908.547,88518.632,9699.415
116,2,Ocotillo Power Plant,AZ,NG,gen,406878.14,108143.53,108562.34,132922.63,71944.24,71542.17,93520.86,38483.11,56607.78,27311.38,50443.46,32225.74,69785.07,26556.72,50789.71,66581.86,54702.52,6808.3
117,CC4,APS West Phoenix Power Plant,AZ,NG,CO2,196526.28,226570.042,197187.793,50810.568,72839.226,103707.064,101120.536,85741.737,98604.358,58573.359,84982.588,53035.96,58892.801,41240.909,57918.667,97386.7,71775.246,29743.461
117,CC4,APS West Phoenix Power Plant,AZ,NG,SO2,1984.137,2287.436,1990.829,512.976,735.399,1047.048,1020.959,865.64,995.605,591.426,858.081,535.484,594.661,416.434,584.81,983.318,724.74,300.324
117,CC4,APS West Phoenix Power Plant,AZ,NG,NOX,86877.448,117698.408,99150.135,25395.234,40219.125,54352.487,46524.999,40842.567,47169.016,33259.338,49188.369,29593.972,33026.681,24843.677,32681.921,43375.479,37790.66,13344.012
117,CC4,APS West Phoenix Power Plant,AZ,NG,gen,413262.68,471588.74,406935.69,98059.41,95584.65,137857.11,199446.83,166492.16,189070.48,114103.7,163378.28,100990.89,114195.58,79443.62,113433.96,196626.36,145379.6,61004.7
117,CC5A,APS West Phoenix Power Plant,AZ,NG,CO2,,,176167.747,212458.466,427728.354,359328.151,320273.365,320397.811,230067.881,308880.441,300880.638,501189.334,313268.491,351828.782,381331.266,482910.725,327827.346,23465.034
117,CC5A,APS West Phoenix Power Plant,AZ,NG,SO2,,,1778.648,2145.037,4318.472,3627.837,3233.513,3234.776,2322.949,3118.71,3037.917,5060.271,3162.971,3552.314,3850.18,4875.826,3310.012,236.928
117,CC5A,APS West Phoenix Power Plant,AZ,NG,NOX,,,37134.797,46719.298,105786.479,86079.394,92654.077,96842.564,76207.627,98736.585,96371.746,165789.451,89250.013,109089.537,121099.039,139695.969,97297.801,4961.044
117,CC5A,APS West Phoenix Power Plant,AZ,NG,gen,,,263683.71,320444.61,638907.72,533719.18,666552.26,715393.72,502027.73,689009.51,672980.54,1139478.59,699910.61,765387.75,820179.45,1038516.41,698158.24,50350.58
117,CC5B,APS West Phoenix Power Plant,AZ,NG,CO2,,,195940.935,170430.255,417748.26,362448.521,353635.478,332980.402,252291.132,306704.649,281519.714,398165.945,297564.599,292327.45,321611.856,478603.941,360901.498,15314.554
117,CC5B,APS West Phoenix Power Plant,AZ,NG,SO2,,,1978.231,1720.695,4217.655,3659.388,3570.308,3361.833,2547.288,3096.746,2842.425,4020.175,3004.459,2951.541,3247.161,4832.348,3643.97,154.631
117,CC5B,APS West Phoenix Power Plant,AZ,NG,NOX,,,40986.593,43246.067,102072.845,91037.577,103765.18,99864.687,83643.225,97989.588,82531.495,107259.208,82909.186,87831.69,85761.344,135999.748,103733.656,4846.429
117,CC5B,APS West Phoenix Power Plant,AZ,NG,gen,,,293811.36,250995.78,619718.3,532264.77,728528.92,736980.48,546763.62,683260.79,630530.78,903864.3,663169.99,634133.57,691306.05,1025789.32,773136.91,31997.96
118,1,APS Saguaro Power Plant,AZ,NG,CO2,259444.575,64080.877,45366.718,28956.85,14351.349,20715.787,38698.462,14690.349,23519.341,3.845,538.185,,,,,,,
118,1,APS Saguaro Power Plant,AZ,NG,SO2,506559.794,646.901,100878.729,18804.194,144.889,209.152,390.734,148.31,237.479,0.039,5.435,,,,,,,
118,1,APS Saguaro Power Plant,AZ,NG,NOX,749583.55,159045.907,140719.351,83990.219,43323.038,49950.63,90339.097,32186.207,57508.315,1.694,1401.297,,,,,,,
118,1,APS Saguaro Power Plant,AZ,NG,gen,373710.38,98753.61,62533.96,42949.6,20376.57,30496.99,55728.14,16692,28790.63,0,736.55,,,,,,,
118,2,APS Saguaro Power Plant,AZ,NG,CO2,265157.977,71898.784,30493.622,19242.463,17601.404,18303.598,36458.775,16726.324,27178.385,56.444,469.581,,,,,,,
118,2,APS Saguaro Power Plant,AZ,NG,SO2,465635.75,725.882,34602.306,13016.672,177.725,184.794,368.089,168.875,274.43,0.573,4.741,,,,,,,
118,2,APS Saguaro Power Plant,AZ,NG,NOX,683631.928,160757.206,77508.087,48628.333,49710.992,43547.129,80931.321,33080.823,55431.939,20.013,645.768,,,,,,,
118,2,APS Saguaro Power Plant,AZ,NG,gen,370476.94,108636.7,49304.14,26174.5,24388.77,25829.14,51343.79,17854.33,30439.71,0,492.72,,,,,,,
118,CT3,APS Saguaro Power Plant,AZ,NG,CO2,,19260.824,20835.701,9095.687,5862.018,5787.966,10767.957,24516.691,18853.716,5487.503,6290.765,12277.896,14174.508,7516.427,13627.839,10859.063,11872.574,5111.99
118,CT3,APS Saguaro Power Plant,AZ,NG,SO2,,194.472,210.345,91.828,59.185,58.439,108.716,247.527,190.371,55.405,63.519,123.968,143.134,75.9,137.588,141.683,119.881,51.617
118,CT3,APS Saguaro Power Plant,AZ,NG,NOX,,9787.149,12405.306,5528.758,4656.82,3449.082,8241.898,14476.905,12661.153,3652.439,4669.421,9293.395,9918.799,5276.338,9788.973,8037.939,8393.368,4441.225
118,CT3,APS Saguaro Power Plant,AZ,NG,gen,,26641.54,26645.37,12357.61,7338.85,7786.6,13908.34,31057.82,23252.89,7006.62,8007.61,14620.44,15681.76,8820.49,16473.41,12538.16,16839.15,7122.14
120,1,Yucca Power Plant,AZ,NG,CO2,228999.575,204545.933,143507.814,137128.503,143869.117,206837.09,221142.923,192126.034,210354.044,213674.412,131444.902,71688.164,155771.064,145388.437,201677.619,149237.954,71789.024,13091.959
120,1,Yucca Power Plant,AZ,NG,SO2,4235.545,3006.652,1449.065,1384.486,5161.324,5793.729,2232.85,1940.054,2123.799,2157.548,1327.303,723.952,1572.967,1468.268,2036.562,1507.054,724.974,132.197
120,1,Yucca Power Plant,AZ,NG,NOX,431037.752,388838.359,235442.5,219492.701,194926.398,283992.85,346566.831,352156.265,494362.604,508469.329,261209.251,123920.184,248891.832,192655.803,397103.96,306314.802,118488.171,27385.781
120,1,Yucca Power Plant,AZ,NG,gen,372836.37,338032.39,230434.85,213543.14,224263.78,289278.77,324400.55,299640.7,275391.51,355421.4,192474.24,126199.3,226686.77,207571.11,300075.83,220804.05,108271.79,19261.82
120,CT5,Yuma Axis,AZ,NG,CO2,,,,,,,,12725.027,22948.814,28786.518,58738.015,36822.017,34969.343,47197.076,18750.009,53225.801,35610.993,6134.961
120,CT5,Yuma Axis,AZ,NG,SO2,,,,,,,,128.471,223.782,290.701,593.138,371.806,353.16,476.596,189.321,537.501,359.625,61.959
120,CT5,Yuma Axis,AZ,NG,NOX,,,,,,,,2904.152,4960.417,6660.911,11294.828,6396.781,6918.653,9347.746,6027.861,10382.696,6954.491,1146.488
120,CT5,Yuma Axis,AZ,NG,gen,,,,,,,,18137.9,33542.45,43023.53,86429.59,56424.9,51634.57,72264.37,24822.73,76891.3,53479.71,9862.8
120,CT6,Yuma Axis,AZ,NG,CO2,,,,,,,,10910.9,21228.005,30154.774,58600.876,40712.904,30767.099,54137.075,19412.524,52065.891,33835.419,5329.03
120,CT6,Yuma Axis,AZ,NG,SO2,,,,,,,,110.154,214.384,304.47,591.771,411.141,310.737,546.687,196.062,525.8,341.681,53.81
120,CT6,Yuma Axis,AZ,NG,NOX,,,,,,,,1927.824,4028.051,7440.399,10972.245,6756.359,6390.266,16384.498,5294.813,9761.108,6094.548,969.836
120,CT6,Yuma Axis,AZ,NG,gen,,,,,,,,16011.45,30848.4,44862.61,72635.57,62648.88,45419.48,83764.79,26181.47,75530.35,50254.47,8159.02
124,GT1,De Moss Petrie Generating Station,AZ,NG,CO2,26638.418,45910.083,29685.397,22100.516,18730.797,14205.24,15384.023,8176.005,3161.758,4759.07,3172.746,5449.31,6257.471,4973.757,4362.101,5059.598,5917.362,84.532
124,GT1,De Moss Petrie Generating Station,AZ,NG,SO2,268.901,463.476,299.693,223.162,189.091,143.403,155.312,98.598,185.176,278.695,185.799,320.926,368.546,292.948,256.941,297.982,348.513,4.976
124,GT1,De Moss Petrie Generating Station,AZ,NG,NOX,12791.459,17472.73,9263.164,11066.845,7620.614,5823.978,6982.704,3395.085,1819.537,3409.986,2114.526,4020.544,5759.465,3141.803,3215.388,3177.11,3538.78,123.737
124,GT1,De Moss Petrie Generating Station,AZ,NG,gen,35633.66,60495.81,38487.16,28561.46,24106.19,17931.46,19975.25,10650.76,4559.9,6787.13,3939.29,6599.24,7628.75,5797.53,5072.16,5792.62,7518.23,96.74
126,1,Irvington Generating Station,AZ,NG,CO2,203338.225,109272.142,93875.7,71148.754,48689.095,49098.362,42961.166,19397.514,38683.97,59132.694,65586.249,52141.726,51432.551,42276.147,19427.685,20647.931,36129.71,
126,1,Irvington Generating Station,AZ,NG,SO2,2052.982,1103.275,947.813,718.23,491.59,919.633,433.727,345.38,2293.991,3484.306,3862.914,3072.549,3029.443,2490.008,1144.301,1216.252,2127.88,
126,1,Irvington Generating Station,AZ,NG,NOX,701358.728,380520.448,297763.137,220785.883,150272.376,136328.986,111180.469,56819.436,106691.98,173268.987,179914.747,153008.887,151459.616,127229.835,56049.839,58535.726,86582.459,
126,1,Irvington Generating Station,AZ,NG,gen,333377.19,172962.81,147841.6,111046.21,79806.79,74393.84,64538.34,29297.05,57627.9,89711.95,96665.47,78949.35,77550.29,64053,28239.84,30019.84,51280.92,
126,2,Irvington Generating Station,AZ,NG,CO2,182657.388,102942.64,48839.597,59025.739,56887.842,50104.297,51775.55,69785.519,59462.973,39791.077,54748.812,56790.238,48045.191,57114.943,29030.033,38674.137,52453.504,
126,2,Irvington Generating Station,AZ,NG,SO2,1844.138,1039.355,2981.522,595.955,574.354,505.872,522.748,4015.384,3512.403,2346.164,3224.683,3344.889,2829.867,3363.767,1709.803,2277.807,3089.395,
126,2,Irvington Generating Station,AZ,NG,NOX,766523.67,423949.818,197281.031,214271.556,203864.816,174649.629,183396.074,234336.672,177915.607,127309.8,142577.534,160088.425,126342.035,152498.927,68288.701,91480.188,155661.527,
126,2,Irvington Generating Station,AZ,NG,gen,308623.98,169470.72,78605.34,94709.77,86560.85,77233.49,80837.33,109459.19,88212.83,59896.71,83760.46,87638.57,72969.25,87639.5,42745.74,58754.15,75553.75,
126,3,Irvington Generating Station,AZ,NG,CO2,209995.167,209219.515,118495.942,133200.23,131822.719,125585.675,103292.064,68194.529,115786.082,85670.897,163014.803,96518.277,85518.182,142920.316,91810.15,120224.295,64319.065,4789.35
126,3,Irvington Generating Station,AZ,NG,SO2,2120.189,2112.243,1196.376,1344.811,1330.899,1267.927,1042.851,687.331,6786.318,5048.452,9606.676,5684.446,5027.43,8430.837,5407.41,7080.993,3788.369,282.13
126,3,Irvington Generating Station,AZ,NG,NOX,860033.14,789484.199,429456.124,449191.113,433035.897,403942.222,336731.156,201104.717,317513.709,227726.5,445728.142,288186.763,259999.456,437677.025,285491.364,369641.619,216601.189,13918.295
126,3,Irvington Generating Station,AZ,NG,gen,337055.75,337949.99,192867.61,217634,212554.44,194384.76,162936.06,107040.7,177708.93,137158.76,252845.13,152274.31,129330.47,216555.99,148196.43,192682.91,117000,6636
126,4,Irvington Generating Station,AZ,NG,CO2,825703.509,805643.819,695777.908,833183.171,888303.714,683739.844,869102.768,899729.636,366305.883,626073.19,620315.744,432626.824,464202.64,488867.109,526679.479,365773.736,212143.021,38467.27
126,4,Irvington Generating Station,AZ,NG,SO2,6347791.222,6233064.797,5538425.774,6591097.498,7424747.395,5342341.38,5813897.139,5763855.723,1271711.963,3466525.139,4369911.102,742725.933,2733956.64,2169021.662,2294174.763,32714.334,14114.782,2526.489
126,4,Irvington Generating Station,AZ,NG,NOX,3491607.292,3485753.625,2988502.011,3529535.549,3707359.672,2820135.828,3633683.998,3761689.347,1418994.108,2605918.694,2732155.872,1889859.969,2005796.723,1940950.488,1985269.84,1024995.163,650155.222,116561.556
126,4,Irvington Generating Station,AZ,NG,gen,807527.72,760511.48,706838.11,810740.52,864268.01,679213.11,831706.7,858438.92,427299.04,640597.66,555490.76,549288.19,437256.52,560390.91,614607.5,554489.6,322926.03,57703
141,1,Agua Fria Generating Station,AZ,NG,CO2,256922.31,133741.272,75675.184,38790.179,21320.215,18722.562,29153.37,21772.157,8530.496,4900.797,11067.735,15334.099,16641.061,9733.27,28934.939,17023.938,27670.737,338.982
141,1,Agua Fria Generating Station,AZ,NG,SO2,22903.922,4110.961,764.004,391.655,215.248,189.046,294.461,219.811,86.145,49.492,3238.23,154.829,3159.021,98.279,14720.327,171.906,6114.626,3.421
141,1,Agua Fria Generating Station,AZ,NG,NOX,1246131.202,615685.206,353370.407,160048.465,92889.075,79161.361,121126.094,88739.44,34659.53,17615.911,44733.577,61166.343,68354.436,41813.178,131124.777,74803.667,120795.181,1324.227
141,1,Agua Fria Generating Station,AZ,NG,gen,823957.12,205513.44,125795.49,64569.92,34539.54,30503.89,47124.99,34845.52,13910.79,7597.76,17771.46,24128.92,26462.04,15024.18,44490.87,25955.29,43264.05,457.5
141,2,Agua Fria Generating Station,AZ,NG,CO2,310790.612,47458.571,59500.236,40797.399,21937.896,22314.472,28928.786,19717.441,9838.493,5405.662,12831.107,14589.33,17046.098,4824.491,24667.06,21047.972,20835.091,
141,2,Agua Fria Generating Station,AZ,NG,SO2,26308.553,3228.687,600.961,411.898,221.761,225.618,292.154,199.22,99.355,54.59,3021.598,147.317,172.127,48.723,17494.909,212.542,5865.754,
141,2,Agua Fria Generating Station,AZ,NG,NOX,1634456.071,233079.356,250339.351,159256.954,87174.578,89791.07,117343.512,80707.833,39416.714,20716.41,49864.424,57509.155,71311.553,19348.651,97616.428,88830.699,84542.72,
141,2,Agua Fria Generating Station,AZ,NG,gen,959304.66,171976.02,94566.65,65269.18,34940.85,35225,45376.94,30357.91,15500.04,8296.47,19878.6,22640.76,26997.7,7216.95,37851.1,32825.2,32446.98,
141,3,Agua Fria Generating Station,AZ,NG,CO2,543653.454,241576.146,139584.578,117693.426,53859.181,57404.615,73089.927,61652.21,28858.451,9601.777,10079.874,12911.338,22577.239,1962.131,30476.457,28788.81,45799.353,233.55
141,3,Agua Fria Generating Station,AZ,NG,SO2,45546.24,11047.417,1409.533,1188.288,544.046,580.671,738.175,622.463,291.358,96.945,101.773,130.356,6162.704,19.82,307.712,290.695,462.437,2.356
141,3,Agua Fria Generating Station,AZ,NG,NOX,6419141.586,2308195.427,1403479.601,1022029.893,474642.554,507855.307,700551.439,548815.658,254377.208,78141.655,98104.743,112332.881,205465.104,17146.019,279932.669,250948.575,404954.225,1863.788
141,3,Agua Fria Generating Station,AZ,NG,gen,1803019.48,585177.62,233596.68,195943.29,89449.63,97114.93,120518.88,102932.41,47711.83,15343.01,16767.01,21311.65,36195.05,2870.02,49645.51,46234.64,73491.58,320
147,K-1,Kyrene Generating Station,AZ,NG,CO2,82045.502,7686.943,,6118.7,,,,,,,,,,,,,,
147,K-1,Kyrene Generating Station,AZ,NG,SO2,9503.436,740.586,,63.7,,,,,,,,,,,,,,
147,K-1,Kyrene Generating Station,AZ,NG,NOX,631567.542,36347.553,,155585.5,,,,,,,,,,,,,,
147,K-1,Kyrene Generating Station,AZ,NG,gen,75331.16,7335.95,,1168.64,,,,,,,,,,,,,,
147,K-2,Kyrene Generating Station,AZ,NG,CO2,232947.762,40839.617,,10984.8,,,,,,,,,,,,,,
147,K-2,Kyrene Generating Station,AZ,NG,SO2,17847.427,3517.579,,112.3,,,,,,,,,,,,,,
147,K-2,Kyrene Generating Station,AZ,NG,NOX,3032322.554,482053.384,,149601.8,,,,,,,,,,,,,,
147,K-2,Kyrene Generating Station,AZ,NG,gen,240714.83,36132.22,,6044.75,,,,,,,,,,,,,,
147,K-7,Kyrene Generating Station,AZ,NG,CO2,,301357.159,277280.274,454195.645,375800.622,305793.823,373065.563,431947.832,326848.358,175208.64,231661.867,497474.061,244037.649,312835.242,387915.482,522446.536,307217.843,
147,K-7,Kyrene Generating Station,AZ,NG,SO2,,3042.576,2799.444,4585.607,3794.141,3087.365,3766.548,4361.001,3300.052,1769.024,2339.039,5022.891,2463.995,3158.626,3916.65,5274.96,3101.896,
147,K-7,Kyrene Generating Station,AZ,NG,NOX,,62059.991,44290.279,75451.903,76434.385,88258.036,96662.443,107131.289,60752.259,43866.68,48380.811,68996.852,56009.763,78536.703,71362.356,85359.258,46065.832,
147,K-7,Kyrene Generating Station,AZ,NG,gen,,702610.62,684069.3,1044354.1,875380.71,694753.5,859572.37,1000360.56,757206.31,398415.08,533994.56,1173109.69,562247.21,723914.86,895832.35,1229927.3,714310.4,
160,1,Apache Station,AZ,NG,CO2,175657.315,165709.003,103336.696,37706.13,43406.811,34482.348,46337.208,30208.078,30406.565,4174.035,1358.862,0.002,5749.373,1398.543,14763.731,59300.103,30415.748,12.399
160,1,Apache Station,AZ,NG,SO2,1773.46,1672.997,1043.288,380.672,438.282,348.107,467.817,304.971,307.049,42.13,13.717,0,58.055,14.13,149.072,598.9,307.168,0.125
160,1,Apache Station,AZ,NG,NOX,409460.466,388848.34,245662.341,85169.635,102259.999,80952.342,106034.954,71141.643,86836.195,9341.283,2857.52,0.022,14928.175,3398.842,44950.86,280828.501,65744.03,87.411
160,1,Apache Station,AZ,NG,gen,285988.75,248974.25,148175,57201.43,68133.05,53517.09,70829.33,43677.11,43036.36,5895.2,1504.44,0,8491,1897.33,21966.22,84843.31,45119.4,0
160,4,Apache Station,AZ,NG,CO2,,5279.067,43142.746,33801.062,33431.616,26956.479,29203.204,19112.384,26758.559,23203.872,10243.928,8314.631,16048.27,12718.737,17839.377,23425.379,29405.751,3027.481
160,4,Apache Station,AZ,NG,SO2,,53.296,718.373,2016.155,3777.227,714.3,294.829,639.001,270.214,234.379,103.465,145.868,162.054,2311.954,180.135,236.579,296.949,30.573
160,4,Apache Station,AZ,NG,NOX,,1373.005,12523.208,15240.178,11770.849,11082.148,14122.877,7680.986,11175.269,10658.77,8595.535,5460.733,8900.839,6379.761,8037.897,9779.379,16326.189,1773.122
160,4,Apache Station,AZ,NG,gen,,8269.6,68826.72,50163,53019.97,41039.6,44678,28226.62,37384.25,31544.46,13039.87,13130.69,24276.39,18812.19,26291.13,35555.22,45362.22,4762.4
228,10,Contra Costa Power Plant,CA,NG,CO2,855120.85,667463.9,312370.425,408826.225,186958.775,76593.7,62497.825,66975.85,117040.95,21287.55,60863.425,83710.45,20145.225,,,,,
228,10,Contra Costa Power Plant,CA,NG,SO2,8633.399,6738.764,3153.753,4127.616,1887.539,773.288,630.971,676.209,1181.772,214.931,614.545,845.253,203.416,,,,,
228,10,Contra Costa Power Plant,CA,NG,NOX,1207393.123,103704.101,59216.723,55948.743,27070.611,10815.093,8709.956,9486.913,15225.697,3081.652,9907.986,12583.223,3029.292,,,,,
228,10,Contra Costa Power Plant,CA,NG,gen,1530960.75,1148684.75,510893,672772.75,307714.75,120540.25,101893.75,107420.75,185801.75,33453.75,92582.25,127318.75,28818,,,,,
228,9,Contra Costa Power Plant,CA,NG,CO2,1083513.4,513170.35,40940.05,85817.975,25687,20011.65,28223.175,46496.775,16839.05,6145.1,2952.2,12126.85,1633.925,,,,,
228,9,Contra Costa Power Plant,CA,NG,SO2,10939.28,5180.99,413.345,866.4,259.338,202.045,284.94,469.43,170.015,62.052,29.802,122.461,16.501,,,,,
228,9,Contra Costa Power Plant,CA,NG,NOX,1254434.754,395697.302,37806.786,59405.553,12119.787,6802.142,12671.974,31370.534,7142.592,2741.329,1295.047,5621.697,773.977,,,,,
228,9,Contra Costa Power Plant,CA,NG,gen,1893584,876533.5,62809,138180.75,39444.75,29852,46176,63954.5,24614.5,8499.5,4263.5,17789,2235.5,,,,,
246,1,Humboldt Bay,CA,NG,CO2,215968.775,144297.15,107067.275,140449.7,164925.678,165002.009,182558.124,192833.769,217068.8,146693.181,,,,,,,,
246,1,Humboldt Bay,CA,NG,SO2,35723.117,1511.744,1080.943,1418.049,1664.985,2827.577,51120.949,29419.47,22642.578,1481.477,,,,,,,,
246,1,Humboldt Bay,CA,NG,NOX,1744478.689,868937.061,482751.175,807380.84,982988.305,889991.916,1085693.427,1159466.122,1110401.616,669535.055,,,,,,,,
246,1,Humboldt Bay,CA,NG,gen,301751.5,194615.25,136211,190914,227839.01,226289.5,248488.01,268027.24,298520.41,197940.31,,,,,,,,
246,2,Humboldt Bay,CA,NG,CO2,334685.025,148437.25,77896.7,146793.6,165753.334,172156.715,182766.347,199169.924,197380.448,153080.326,,,,,,,,
246,2,Humboldt Bay,CA,NG,SO2,2879359.971,6474.843,5384.822,1481.964,1673.489,125864.666,35258.422,23982.622,39520.761,67307.353,,,,,,,,
246,2,Humboldt Bay,CA,NG,NOX,2583866.312,872665.662,300841.049,781670.979,837814.733,895923.58,1020192.839,1048383.962,1107971.003,934443.393,,,,,,,,
246,2,Humboldt Bay,CA,NG,gen,378430.25,190382.75,95965,192851,223171.75,225231.73,237680.97,262717.18,263803.08,199740.94,,,,,,,,
247,3,Hunters Point,CA,NG,CO2,,,,,,,,,,,,,,,,,,
247,3,Hunters Point,CA,NG,SO2,,,,,,,,,,,,,,,,,,
247,3,Hunters Point,CA,NG,NOX,,,,,,,,,,,,,,,,,,
247,3,Hunters Point,CA,NG,gen,,,,,,,,,,,,,,,,,,
247,4,Hunters Point,CA,NG,CO2,,,,,,,,,,,,,,,,,,
247,4,Hunters Point,CA,NG,SO2,,,,,,,,,,,,,,,,,,
247,4,Hunters Point,CA,NG,NOX,,,,,,,,,,,,,,,,,,
247,4,Hunters Point,CA,NG,gen,,,,,,,,,,,,,,,,,,
247,5,Hunters Point,CA,NG,CO2,,,,,,,,,,,,,,,,,,
247,5,Hunters Point,CA,NG,SO2,,,,,,,,,,,,,,,,,,
247,5,Hunters Point,CA,NG,NOX,,,,,,,,,,,,,,,,,,
247,5,Hunters Point,CA,NG,gen,,,,,,,,,,,,,,,,,,
247,6,Hunters Point,CA,NG,CO2,,,,,,,,,,,,,,,,,,
247,6,Hunters Point,CA,NG,SO2,,,,,,,,,,,,,,,,,,
247,6,Hunters Point,CA,NG,NOX,,,,,,,,,,,,,,,,,,
247,6,Hunters Point,CA,NG,gen,,,,,,,,,,,,,,,,,,
247,7,Hunters Point,CA,NG,CO2,265023.625,316176.725,187025.625,352203.65,407370.875,125852.225,,,,,,,,,,,,
247,7,Hunters Point,CA,NG,SO2,2675.689,3191.777,1888.244,3555.874,4112.871,1270.58,,,,,,,,,,,,
